frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
379,1.0,[1045.7288754784017 737.4665464779179 1385.2977529402283 1023.3571536877026],[1159.93505859375 914.3128662109375 1269.80419921875 956.701416015625],0.5678859353065491,AP05JEO,0.3480778183091979
380,8.0,[478.86075711097976 666.4823152261653 767.8171645088854 917.8955751160373],[574.62548828125 816.0503540039062 669.9961547851562 859.2042846679688],0.6097429394721985,RH05ZZK,0.4698056633566984
380,1.0,[1045.8595895632266 738.8221407752625 1385.8983314289626 1024.9263971151431],[1147.36572265625 912.0253295898438 1284.997314453125 960.8084716796875],0.2618790864944458,AP05JEQ,0.24403370760598364
381,1.0,[1046.195288659596 741.2245798476791 1385.7362844957147 1027.8929311038987],[1158.4500732421875 915.0435791015625 1278.0384521484375 963.009521484375],0.649107038974762,KP05JEO,0.08659802321883693
382,1.0,[1045.7487930637528 743.8928829119969 1385.1526822194985 1031.2878220002153],[1161.8585205078125 918.4403686523438 1274.662841796875 966.0331420898438],0.5971999168395996,AP05JEO,0.4124520167909117
382,8.0,[477.14940951065716 669.8021305437596 767.4050034051187 921.9363373871995],[572.501953125 821.1075439453125 664.0215454101562 864.57421875],0.5879755020141602,TH05ZZO,0.04128346505536064
383,8.0,[475.9411842864065 671.697450171808 766.4145273104571 923.9696223904775],[571.7791137695312 820.9037475585938 664.0545043945312 867.6132202148438],0.5995049476623535,RH05ZZK,0.4726330436401201
383,1.0,[1045.8325606317107 746.2951240859318 1385.743438142265 1034.158745541442],[1165.5389404296875 926.6195068359375 1284.2989501953125 969.83642578125],0.5457843542098999,AP05JEO,0.3927056287958944
384,1.0,[1045.8779399727916 748.4337548168079 1386.7131186294448 1036.5972682520487],[1164.521240234375 931.4683227539062 1276.5755615234375 971.24853515625],0.5113018751144409,AP05JEO,0.16058952991457343
385,1.0,[1045.9027066678132 749.1319867812259 1387.4573771080272 1037.5231316571658],[1164.5086669921875 931.433349609375 1276.78125 971.30126953125],0.5122332572937012,AP05JEO,0.16058952991457343
386,1.0,[1046.983324348909 750.8593890066934 1389.4246736174694 1039.7885405414966],[1165.5860595703125 930.3202514648438 1279.010986328125 973.5860595703125],0.4815528392791748,AP05JEO,0.42195682391229367
387,8.0,[473.1371642541126 675.9016718682186 765.0664932405132 928.3004711589191],[567.181640625 826.831787109375 664.9658203125 873.9949951171875],0.5552772879600525,RH05ZZK,0.14042842802134148
387,1.0,[1046.2279604272617 751.1120443398784 1390.2414446814128 1040.6103011475434],[1161.3856201171875 930.85791015625 1288.552001953125 973.6639404296875],0.5328763723373413,AP05JEO,0.2665115677240224
388,8.0,[472.1060831777671 676.7895305812709 764.1549893532214 929.4020360980297],[567.599853515625 825.7831420898438 665.4224853515625 873.4227905273438],0.5905447602272034,LK05ZZK,0.1407548123476136
388,1.0,[1045.7566084903892 752.4804687224953 1390.6673915051397 1042.5424493230662],[1167.798095703125 937.2482299804688 1274.81591796875 976.9692993164062],0.5335123538970947,AP05JEO,0.11460680374533273
389,8.0,[471.80334630054404 678.1001809985519 763.6491376309657 930.6489094411859],[568.1826171875 829.678955078125 664.5342407226562 875.9092407226562],0.5529251098632812,RH05ZZK,0.1145952180580675
389,1.0,[1046.023203480543 753.570142021915 1391.3287575766608 1044.3229231317678],[1178.503173828125 937.861083984375 1293.6761474609375 979.86181640625],0.5341377258300781,AP05JEO,0.3209957879534976
390,1.0,[1047.2897810201428 755.2651197161263 1392.466073188724 1046.3242187308874],[1168.5252685546875 938.2825927734375 1279.37109375 978.7305908203125],0.6142302751541138,AP05JEO,0.6478228667022182
390,8.0,[470.9723906001526 679.0005630772213 762.7337970540208 932.2707832724924],[565.4215087890625 833.0916137695312 661.3670654296875 877.9537353515625],0.535096287727356,XN05ZZK,0.056119634437928695
391,1.0,[1047.7893155608872 755.847801372144 1392.9707111832267 1047.2454152630908],[1168.6163330078125 937.9866943359375 1281.032958984375 978.98291015625],0.618850588798523,AP05JEQ,0.09842238167263102
392,8.0,[469.70783239588854 681.4191845624582 761.8587669382514 934.8506059906408],[563.4549560546875 834.6864624023438 663.783935546875 879.7146606445312],0.5586751699447632,KN05ZZK,0.1495388709166352
394,8.0,[467.57060000113484 685.534355267199 762.3600980676092 941.9496472855768],[564.7052001953125 840.692138671875 659.439208984375 885.022705078125],0.6187824606895447,KH05ZZK,0.2789404331842852
394,1.0,[1047.4227379423278 760.3096859003409 1395.0473090902178 1053.156123188345],[1172.619873046875 946.5164794921875 1296.620361328125 994.0843505859375],0.5438477396965027,AP05JEO,0.20245592919496164
395,8.0,[467.3347885366139 686.4434191640071 763.0512448661337 944.0858103254468],[559.1033935546875 840.2056274414062 658.3897705078125 885.5875854492188],0.6272716522216797,AK05ZZK,0.11622963055595081
396,1.0,[1047.453851615118 764.5466082065574 1402.030329971167 1059.0144253311637],[1171.970703125 950.6600341796875 1295.26953125 992.5794677734375],0.41140884160995483,AP05JEO,0.35064482743149145
397,8.0,[465.9907959880155 687.8298660028236 763.9128050584999 947.2550553655446],[561.0191040039062 840.7960205078125 657.7073974609375 885.9514770507812],0.62630295753479,KR05ZZK,0.29760600835100964
397,1.0,[1047.2702648551708 765.0008517172314 1404.257600076542 1059.9912219771227],[1196.6419677734375 954.3876342773438 1307.380126953125 993.8673706054688],0.4403422474861145,IP05JEO,0.3157219856361984
399,8.0,[464.0082418446875 689.8700466603345 763.0127162419303 950.8224275585474],[560.8712768554688 844.6349487304688 655.0896606445312 890.5775756835938],0.6249595284461975,RN05ZZK,0.24857730763125033
399,1.0,[1046.9494101790795 767.8511463751013 1404.0856915389024 1062.727625731535],[1162.843505859375 950.8024291992188 1305.5419921875 997.7448120117188],0.5628608465194702,AP05JEO,0.28219174296372096
400,8.0,[462.8944154149267 691.4689840628292 761.6417719710612 952.889170783396],[559.7708129882812 848.1925048828125 652.8497314453125 893.0518798828125],0.6317217350006104,KH05ZZO,0.24452216733712656
400,1.0,[1047.235701666249 769.2507413599388 1406.2454581846555 1064.329335216892],[1170.6107177734375 955.59765625 1294.8592529296875 1000.1170043945312],0.5820685625076294,AP05JEQ,0.10809117711972127
401,1.0,[1049.9515357006353 771.9573118248462 1411.4118896179743 1067.1498377863577],[1169.151611328125 956.9915771484375 1295.8287353515625 1003.88232421875],0.6335824131965637,AP05JEO,0.2675256097047308
401,8.0,[461.58631258035473 694.7014752624442 761.131382848516 956.5784766240123],[553.5584106445312 850.820068359375 651.6080322265625 897.6507568359375],0.6218525171279907,CH05ZZK,0.19699956353590287
402,8.0,[460.764630260024 696.7317992319674 760.9204126677805 958.7801640721898],[554.98486328125 851.1932373046875 652.3619995117188 898.877197265625],0.6566071510314941,KH05ZZK,0.25502006330195487
402,1.0,[1050.5324510423811 773.7687003891771 1412.4925132370427 1069.1495674398248],[1185.6131591796875 964.686279296875 1308.793701171875 1002.0269775390625],0.28861621022224426,AP05JEO,0.30907538123797934
403,8.0,[460.46997072190857 697.3925841811847 761.1106346688948 959.5743290424407],[554.9976806640625 851.2435913085938 652.4678344726562 898.9315795898438],0.6549695134162903,KH05ZZK,0.20227220345332672
403,1.0,[1050.5877800527726 774.4382495468917 1412.806231327096 1070.006655103359],[1177.3897705078125 964.6514282226562 1308.7159423828125 1002.4832153320312],0.2976280152797699,AP05JEO,0.2632790196989168
404,8.0,[459.1937102205969 698.7590983012027 760.2005721212926 960.9849303631098],[553.1968383789062 852.032958984375 650.5140991210938 900.3453369140625],0.644990861415863,KH05ZZR,0.15406031943804582
405,8.0,[457.9274667041635 699.9872792330389 759.7316169394402 962.4861354630164],[552.9929809570312 854.5228271484375 648.828369140625 900.9979248046875],0.6135435700416565,KH05ZZG,0.07675527984077689
406,8.0,[457.05771484996677 701.6415145798613 759.3657221978056 964.4681208065612],[555.7779541015625 857.732666015625 647.8724975585938 900.6068115234375],0.5918598175048828,KH05ZZN,0.2472663501323599
406,1.0,[1053.7860050935458 779.1363818204189 1415.6703583885908 1073.750111620434],[1181.326171875 967.1149291992188 1303.8358154296875 1016.0760498046875],0.5329311490058899,AP05JEO,0.0826083381179038
407,8.0,[456.48916202792094 703.0275750636251 759.6543920104918 966.153956298662],[555.9627685546875 861.45556640625 647.5484008789062 903.8543701171875],0.5923716425895691,CH05ZZK,0.1308065326577068
408,8.0,[454.4541212839953 704.8746914296298 759.0179223713429 968.1242673440977],[552.1644897460938 862.0946044921875 648.6227416992188 906.08349609375],0.607367992401123,KH05ZZK,0.08256937359842786
408,1.0,[1052.5739017437668 782.231987332774 1416.8125385022176 1075.1704127217617],[1173.6270751953125 971.6709594726562 1303.7216796875 1018.81201171875],0.5232381224632263,AP05JEO,0.15296025138875233
409,8.0,[453.4581116318666 705.5031760771797 759.0401892908333 968.8401013031641],[552.1651000976562 862.095703125 648.6219482421875 906.0831298828125],0.6073689460754395,KH05ZZK,0.08256937359842786
409,1.0,[1051.3801218239028 783.0849922754792 1417.0289406203406 1075.2127525648682],[1173.62890625 971.6717529296875 1303.72021484375 1018.8124389648438],0.5232685804367065,AP05JEO,0.15296025138875233
410,8.0,[450.43215794742696 706.4185170243713 758.4846886225237 969.5896105871614],[549.9453735351562 865.6439208984375 646.5399169921875 908.021484375],0.6429049968719482,KR05ZZK,0.44656745309318646
410,1.0,[1051.7528111529698 784.5742894905825 1418.0696969606354 1075.5135533090472],[1179.8134765625 979.2496948242188 1304.55908203125 1020.9618530273438],0.5455883145332336,AP05JEO,0.3169998282276979
411,8.0,[449.5799222160955 707.4520334140954 758.5979528492227 970.9687438578275],[547.9567260742188 866.1619873046875 645.7425537109375 908.3672485351562],0.6264291405677795,KH05ZZK,0.12746124019518706
411,1.0,[1050.5965484844712 786.6097571956315 1418.6064052277504 1076.3405124700157],[1178.8192138671875 982.005615234375 1293.1092529296875 1021.818603515625],0.30664798617362976,AP05JEO,0.17121423396857746
412,8.0,[446.076475653952 708.0792185036918 757.2967811995441 972.141774146876],[549.4354858398438 866.3353881835938 644.9632568359375 910.6875610351562],0.6378456354141235,KH05ZZK,0.2557392473007675
412,1.0,[1051.7136131596612 789.5770346024076 1420.6465502938868 1077.1412180368254],[1188.179931640625 984.602783203125 1313.3533935546875 1028.9842529296875],0.6047965288162231,AP05JEO,0.26239517856608197
413,8.0,[442.6877683178153 709.7753988830755 756.2194275070757 973.324014504258],[548.6680908203125 870.3319702148438 644.2214965820312 913.6448364257812],0.6286634802818298,KH05ZZK,0.3242018690491121
413,1.0,[1053.4027637788447 791.6599153770898 1423.471437423001 1077.002245385395],[1194.3851318359375 984.1192016601562 1318.0325927734375 1029.0634765625],0.5315749645233154,AP05JEQ,0.24751737977037525
414,8.0,[441.21009799219985 711.5194733523643 756.2477356247372 975.1240661906951],[545.2353515625 871.6276245117188 642.9768676757812 916.4906616210938],0.6349647045135498,KH05ZZN,0.10018217728836368
414,1.0,[1052.1571736213448 793.3944629631515 1424.5843205258045 1076.81553410363],[1189.82666015625 987.4220581054688 1294.792236328125 1029.2293701171875],0.6227235198020935,AP05JEO,0.8126045084674813
415,8.0,[440.4428628388372 712.1987801453115 756.5274050805682 975.9466670728937],[545.2083129882812 871.6090087890625 642.9920654296875 916.509033203125],0.6349590420722961,KH05ZZN,0.10018217728836368
415,1.0,[1051.215926413987 794.3447786326718 1425.4024811857582 1076.3818396486813],[1189.811279296875 987.410888671875 1294.8072509765625 1029.2508544921875],0.6228950023651123,AP05JEO,0.8126045084674813
416,8.0,[438.45348154190765 712.6237554472069 755.4491969080395 978.0027185079747],[542.3732299804688 872.8955078125 641.3162841796875 920.2837524414062],0.6549161672592163,KH05ZZK,0.17970642503782772
416,1.0,[1049.7428790170904 796.2800985995069 1425.1554654605727 1076.41050758969],[1203.16552734375 992.7313842773438 1318.093505859375 1037.3837890625],0.29900869727134705,AP05JEO,0.7349534244778966
417,1.0,[1053.0875073863122 797.8397738027338 1426.6039944863187 1075.8591231081912],[1183.704833984375 987.930419921875 1304.533935546875 1036.2589111328125],0.6760801076889038,AP05JEO,0.3060407958961576
417,8.0,[436.98356303453716 713.8709660479144 754.4668727466558 980.4956087126984],[543.2744750976562 875.7841186523438 640.7976684570312 921.7816772460938],0.6313167214393616,CH05ZZK,0.3389565228817849
418,1.0,[1055.944007452657 798.9911311143657 1427.003768768665 1075.0056927722305],[1187.400634765625 995.6434936523438 1325.667236328125 1045.408203125],0.4431953430175781,AP05JEO,0.3247916943750931
418,8.0,[439.0456523008618 715.6501918260934 755.0375236600546 982.6866885047649],[539.93798828125 874.4041137695312 641.4161376953125 922.5009765625],0.6158801317214966,KH05ZZN,0.17913602313087046
419,8.0,[439.5771553192693 716.8907147554615 754.6716727729223 984.1130402034743],[542.424560546875 877.6602783203125 641.3040161132812 923.9330444335938],0.6053887605667114,KH05ZZK,0.5897221197958357
419,1.0,[1056.7984913297628 800.522824882544 1429.0126987638787 1074.3898056076832],[1190.2347412109375 992.2467041015625 1326.710205078125 1043.613037109375],0.5527430176734924,AP05JEO,0.4855227813252523
420,1.0,[1055.497152529401 802.1279757145403 1428.6243974820384 1074.017402558014],[1185.039794921875 1004.0582885742188 1316.218017578125 1050.45458984375],0.6356050968170166,AP05JEO,0.26915552075629434
421,1.0,[1054.809448047134 802.9819572704653 1428.8302911993978 1073.5043900291212],[1185.254150390625 1004.1139526367188 1315.86328125 1050.4091796875],0.6347898840904236,AP05JEO,0.2916234704958107
422,8.0,[439.69511425562195 721.1841618482517 753.2103451417383 992.4318597603178],[535.3576049804688 885.2236328125 639.6656494140625 929.2372436523438],0.5990076661109924,KR05ZZK,0.7405409043552041
422,1.0,[1053.15476036801 803.5983881377941 1428.8386443230897 1073.4198207230015],[1195.0924072265625 1004.8991088867188 1324.486328125 1049.4913330078125],0.5713594555854797,AP05JEO,0.21303796247457524
423,8.0,[439.0183061666745 722.6681699787453 752.6886530557714 994.6256779366556],[537.305419921875 886.5875244140625 637.9376831054688 933.591796875],0.6656609177589417,KR05ZZK,0.08304092570506431
423,1.0,[1055.480857646958 805.6029473989927 1430.0979607930383 1074.433983776575],[1193.5272216796875 1010.039306640625 1314.1307373046875 1050.2178955078125],0.6011675000190735,AP05JEO,0.15890858121393228
424,8.0,[436.5673664907879 725.2663834570296 752.0878766623184 997.6263429794824],[535.4046020507812 887.9719848632812 637.1766357421875 934.1453247070312],0.6773524880409241,KH05ZZK,0.19448512431830922
424,1.0,[1057.3368010092147 807.179808042335 1430.7684673864671 1075.4212297613772],[1191.1044921875 1006.2716674804688 1321.611083984375 1050.9383544921875],0.5166527032852173,AP05JEO,0.380978481477807
425,8.0,[435.10370190286255 727.3342271968893 751.4755410647241 999.5530384088022],[532.144775390625 888.1083984375 634.23779296875 934.0065307617188],0.6571931838989258,KH05ZZK,0.3515972920117889
425,1.0,[1059.2854344638513 809.8871131640659 1433.1395633778457 1075.877234006091],[1185.1417236328125 1005.9873046875 1309.6278076171875 1051.5274658203125],0.6141434907913208,AP05JEO,0.34230219937427775
426,8.0,[431.73862987335605 727.3458010147274 750.2857340199539 1000.5675571388954],[532.9921264648438 892.899169921875 634.3355712890625 937.96435546875],0.6682358384132385,KR05ZZK,0.2947042164329391
426,1.0,[1060.0448405252325 812.26603045915 1432.6016466881745 1076.2712228113674],[1191.8690185546875 1008.9910278320312 1312.027587890625 1056.2362060546875],0.6133880615234375,AP05JEQ,0.34549757332537645
427,8.0,[429.962849792301 727.4564735798898 750.0336863860019 1001.3886079597786],[533.0843505859375 893.1687622070312 635.0057373046875 938.3582763671875],0.6687573790550232,KR05ZZK,0.23606266526143407
427,1.0,[1060.5064507108605 813.4990554145473 1432.7308257430504 1076.011575956988],[1193.579345703125 1010.1004638671875 1313.5517578125 1056.5126953125],0.5980138182640076,AP05JEO,0.22001611920879488
428,1.0,[1059.5099328957265 815.4474641073157 1430.5067648688175 1077.8551231481356],[1190.2933349609375 1013.7026977539062 1323.093017578125 1061.33203125],0.6234145164489746,AP05JEO,0.41385458271233794
429,8.0,[427.9510112551011 731.5997215307242 751.3348740425704 1005.9625716127472],[527.336669921875 896.3997802734375 634.9420776367188 944.3003540039062],0.641903281211853,KH05ZZK,0.180931322412491
429,1.0,[1059.7836370106006 817.2310195496927 1428.820386835123 1079.2183326059528],[1198.06982421875 1020.11865234375 1318.1597900390625 1067.739990234375],0.5841710567474365,AP05JEO,0.45641659731391737
430,8.0,[426.24172411468453 733.2656016472498 750.3994987605697 1007.9686777527683],[529.3573608398438 899.9664916992188 630.51416015625 947.6984252929688],0.6511701345443726,KN05ZZK,0.5607101927635363
430,1.0,[1059.0320010756875 818.6199889326574 1428.613782430563 1078.3227628840707],[1193.560546875 1018.2645263671875 1323.5452880859375 1066.7464599609375],0.5164752006530762,AP05JEO,0.49632716156595225
431,1.0,[1061.4169444978647 820.8950064920808 1431.565474579303 1077.9917561042498],[1198.5308837890625 1030.641357421875 1328.4892578125 1069.661865234375],0.6094182729721069,AP05JEO,0.253942996810018
432,8.0,[421.2471970055251 736.0749831808483 746.3527930887569 1013.0065656237949],[525.7306518554688 902.7427368164062 625.8618774414062 950.9972534179688],0.632560670375824,KH05ZZK,0.34529123671559253
432,1.0,[1059.7215203010085 823.2000981020676 1431.1160527285526 1077.5018142580368],[1191.8897705078125 1026.97021484375 1334.3543701171875 1069.8018798828125],0.6145606637001038,AP05JEO,0.30583029582614624
433,8.0,[420.20884928553124 736.3454051583514 745.476917634722 1014.2562934439521],[525.6266479492188 902.7982177734375 625.7012939453125 951.0086059570312],0.6291012167930603,KH05ZZK,0.40929203503049666
433,1.0,[1058.818207749438 824.5294406483246 1431.1946616305295 1076.8312524267324],[1192.7435302734375 1027.226806640625 1334.75390625 1069.877197265625],0.6138299703598022,AP05JEO,0.4200194343976997
434,1.0,[1058.827125832527 826.551431082016 1431.3541008917316 1076.8282979036221],[1189.628662109375 1027.4964599609375 1333.3609619140625 1074.98486328125],0.6655164957046509,AP05JEO,0.6174910232676591
435,8.0,[415.98382944596403 740.6867927144526 743.7193289611542 1019.7286807052997],[523.7166748046875 909.4354858398438 626.3597412109375 952.97705078125],0.5974797010421753,KN05ZZK,0.38311523475830656
436,8.0,[415.1963260362169 743.4111456037966 743.6327833894724 1022.4269948479031],[525.7754516601562 911.9630126953125 624.5304565429688 957.0069580078125],0.6359109282493591,KN05ZZK,0.14969251319355378
437,8.0,[413.4240357646386 745.9558179220126 743.3168451120932 1024.7664030499618],[522.5858154296875 912.0525512695312 622.9483032226562 956.66748046875],0.6374613046646118,KK05ZZK,0.13812885705900788
440,8.0,[411.49488785282756 751.1579140899614 743.5651955351595 1029.7768194267676],[522.2705078125 917.1837158203125 621.75830078125 962.016357421875],0.642888605594635,KH05ZZK,0.13997268389019904
443,8.0,[411.0188566443462 756.8830090611134 740.1148716241157 1034.057150646389],[516.30712890625 922.4232788085938 620.3670654296875 970.6565551757812],0.6280195713043213,KR05ZZK,0.2780378339397169
447,8.0,[407.47244220034383 763.0565964339485 735.7728955666788 1043.1235847377827],[511.2497863769531 928.3090209960938 617.089111328125 975.9768676757812],0.6283129453659058,KM15ZZK,0.33953388290959124
449,8.0,[406.0851870954266 764.4605477967779 735.3076927288623 1047.070116974361],[510.78607177734375 936.1285400390625 615.4237060546875 982.991455078125],0.6712341904640198,KR05ZZK,0.17061078027774923
451,8.0,[402.9737640516559 768.012270907067 734.1896908202846 1051.302174085809],[503.7726135253906 937.533935546875 616.2567749023438 986.4891967773438],0.6490331292152405,RK05ZZK,0.5214911202044067
458,8.0,[388.10841686124365 779.4566640030789 736.0557999574725 1067.326149275326],[503.38726806640625 948.4865112304688 609.6265869140625 1000.6884155273438],0.657873272895813,LM05ZZL,0.033254806576875524
464,8.0,[385.84212919222693 787.4413894224249 725.2766500328463 1073.389755063616],[497.6517333984375 963.4487915039062 603.078369140625 1013.3228759765625],0.6808400750160217,KH05ZZK,0.17859614111601216
471,8.0,[373.3855144732021 799.2533815635825 720.1375231042504 1074.1051837367152],[485.80810546875 978.6785888671875 599.6143798828125 1029.2581787109375],0.6584427356719971,KH05ZZK,0.7331020452544855
476,8.0,[372.42241049462314 808.6415067651878 717.5978629590011 1075.4371406970824],[482.96185302734375 988.210205078125 591.666259765625 1039.33447265625],0.7100881934165955,KH05ZZK,0.12150078685109815
477,8.0,[367.935496177587 809.4868498478374 716.4264695593099 1075.2761162397435],[479.1091003417969 991.494140625 593.17919921875 1042.8109130859375],0.6626368761062622,KH05ZZK,0.2710526446831703
478,8.0,[366.57527179312814 810.3702981448504 717.7554147328312 1074.8969427587313],[480.6411437988281 992.5671997070312 594.4747924804688 1044.066650390625],0.6816978454589844,KH05ZZK,0.6353866310470947
524,489.0,[1163.6867279337625 579.0902162103117 1447.743599760057 824.0121042841309],[1274.4818115234375 716.1978149414062 1341.5167236328125 761.2490844726562],0.34824785590171814,EY61NEG,0.04081819236769012
527,489.0,[1164.708369763467 581.5225529587769 1451.2323697321362 825.8489915099046],[1280.22412109375 708.0108032226562 1341.8233642578125 764.11962890625],0.25312769412994385,EY61MBC,0.1904475709234657
538,489.0,[1165.981389385939 593.3192802823512 1459.3302815806228 845.5625054262746],[1283.8001708984375 716.5189819335938 1347.20703125 771.5540771484375],0.26896482706069946,EY61RBS,0.08866762565031273
544,489.0,[1166.4126866919105 597.795630774057 1456.5022068361195 859.9253068632851],[1279.8399658203125 741.2691650390625 1350.7783203125 782.9718017578125],0.33047908544540405,EY61NBG,0.08061858832924897
548,14.0,[454.1806795256739 748.2987600434753 772.7061432621906 1040.7210284003495],[562.5764770507812 936.0333251953125 661.45654296875 984.08203125],0.6780523061752319,FF34ZHY,0.24717191368015032
549,14.0,[450.374086296535 749.8237926603633 771.5339447359985 1042.6430522231376],[562.668701171875 936.2341918945312 657.5791625976562 984.794677734375],0.691421389579773,FJ14ZHY,0.23560571088596974
549,10.0,[1144.4466665233006 812.0863865200039 1494.6057220948294 1074.331749217391],[1276.599609375 997.47509765625 1385.2481689453125 1045.5318603515625],0.5884139537811279,CK11AXU,0.12466020478183473
549,489.0,[1169.1081559494216 600.6477412888177 1466.1836175132414 863.2543242373548],[1282.0706787109375 725.7639770507812 1355.508056640625 793.820068359375],0.4189158082008362,ET61NBG,0.40817346966579743
550,14.0,[448.85153570931675 752.3580429376987 772.0775558685259 1044.9047638956579],[556.4016723632812 935.9888305664062 656.7105102539062 985.1826782226562],0.6746349334716797,FF31ZHY,0.24802231837844435
550,489.0,[1169.9871346074774 601.8876663757654 1469.3493569004618 863.5973574051662],[1285.2117919921875 726.10693359375 1353.78125 794.42138671875],0.36253446340560913,ET61MBG,0.16418024213413632
554,14.0,[448.13832245390915 761.3421472946178 771.9677801913034 1051.0509772084422],[552.71875 948.0201416015625 652.9453125 996.8470458984375],0.6344865560531616,FJ14ZHY,0.4768159972443549
557,14.0,[445.6711995036492 766.7209532488025 769.4457824667334 1055.7945424218385],[549.8467407226562 954.120849609375 650.8599853515625 1002.7767333984375],0.6825876832008362,FJ14ZHY,0.37013747861043017
562,14.0,[434.0429248888646 772.8687159328417 765.2472004318835 1066.125276418912],[547.7598876953125 960.980712890625 648.375 1010.2100830078125],0.7018349766731262,FJ14ZHY,0.37972190953314094
565,14.0,[430.8300464660748 776.4650213229629 766.0976174934675 1072.7913299701663],[546.8697509765625 964.62158203125 648.6069946289062 1015.0352783203125],0.692065417766571,FJ14ZHY,0.33527660189958175
567,489.0,[1170.8566493607623 619.1285736692417 1475.4104889605396 883.545920780282],[1281.2684326171875 767.6504516601562 1365.4803466796875 817.7733764648438],0.5180656313896179,EY61RBG,0.21303114732944586
568,14.0,[429.02167286658204 781.0322847936582 765.3975758810502 1076.6035294141932],[542.6235961914062 973.0988159179688 645.6035766601562 1022.4926147460938],0.6963708996772766,FJ14ZHY,0.5592452934050524
569,489.0,[1172.1734839398891 621.1543080837514 1480.0044132696553 887.2380803131109],[1286.3431396484375 763.6395263671875 1367.336181640625 819.2938842773438],0.45502904057502747,EY61NBC,0.34639393561030457
572,489.0,[1171.6546260329876 622.7807251911206 1482.2735667812638 891.1626275003271],[1289.2254638671875 777.964599609375 1368.689208984375 823.8336181640625],0.5180961489677429,EY61NOG,0.6044160658905707
573,14.0,[424.6934751536712 788.1464826026324 763.6480076777732 1076.0897091428615],[540.9017944335938 983.1066284179688 642.5615844726562 1032.6669921875],0.7077962160110474,FJ14ZHY,0.38596565108564085
574,489.0,[1171.1754001787663 624.6188734473178 1482.3692868419603 894.9447387160783],[1286.7510986328125 767.9082641601562 1369.9500732421875 825.3246459960938],0.5832570195198059,EY61NBG,0.7719736453554225
575,14.0,[423.7297982895151 791.4960214765598 762.5543294065805 1075.6955080598327],[536.7017211914062 987.2984619140625 642.7232666015625 1039.353515625],0.7174069881439209,FJ14ZHY,0.4885204150000272
575,489.0,[1171.1239077825185 625.3357120304275 1482.1446292369187 896.0971639176602],[1289.8477783203125 766.59228515625 1369.410400390625 823.9544677734375],0.42761486768722534,EY61MBG,0.5205793339942234
579,489.0,[1172.9409977308826 631.3686155008896 1482.4112784294464 901.799650447453],[1286.0889892578125 777.4857788085938 1370.780029296875 831.3587036132812],0.5252291560173035,EY61MBG,0.14842753176554743
580,14.0,[424.161156237101 800.4937963250479 762.7993648369327 1074.820894511986],[533.2659301757812 1000.1317749023438 639.3548583984375 1048.9139404296875],0.7040804028511047,FJ14ZHY,0.29564323001270176
580,489.0,[1172.948926106288 632.6563337987421 1482.6755870133632 904.4039226362698],[1292.061767578125 761.0827026367188 1364.804931640625 826.8893432617188],0.2796686887741089,EY61MBI,0.401901298786738
581,14.0,[421.90648137412995 802.6470619193053 760.0079818856741 1073.3882916177179],[531.0653686523438 1003.5994262695312 638.8399658203125 1049.6632080078125],0.7033885717391968,FJ14ZHY,0.27653106601375327
581,489.0,[1173.2009764316267 635.0149724894469 1483.5775348444004 907.1699882841655],[1293.4844970703125 792.2750244140625 1368.09375 833.291015625],0.5686938166618347,EV61MBG,0.14258251346723663
582,489.0,[1173.8107778597216 636.4467736092115 1485.0075271971334 908.7021921790383],[1289.486572265625 792.7941284179688 1367.525390625 833.5391235351562],0.5763405561447144,EY61NPG,0.18889744247270496
583,489.0,[1173.889379921951 636.9291341278765 1485.6784359641385 909.2527291016859],[1289.486572265625 792.7941284179688 1367.5255126953125 833.5391235351562],0.5763373970985413,EY61NPG,0.18889744247270496
585,14.0,[413.0313838603065 808.8545548013142 756.7882486078745 1072.8428482147995],[527.0994873046875 1007.8157958984375 632.3990478515625 1058.334228515625],0.7286643385887146,FJ16ZHY,0.17806461847072694
592,14.0,[405.5519579319523 821.7241441652839 753.8815217813367 1080.6229394790982],[521.1268310546875 1025.223388671875 631.156005859375 1075.7208251953125],0.7159767150878906,FJ14ZHY,0.28266719378748956
592,489.0,[1175.9857361470204 642.9397225659683 1489.1435532045125 921.0664920471721],[1292.072021484375 807.3792114257812 1377.7855224609375 849.1613159179688],0.48985522985458374,EY61NBG,0.14859490181736837
593,489.0,[1175.6888129383296 644.8227481713608 1488.6042986369725 923.5957909070929],[1291.669677734375 807.3381958007812 1380.525634765625 852.7351684570312],0.5837616920471191,EY61NBG,0.2984222148262081
594,14.0,[403.42430638797657 826.1456051705436 753.0595897034326 1080.8147158478703],[523.5501708984375 1031.02783203125 627.4769897460938 1080.0],0.7136829495429993,FJ16ZHY,0.35382421547474596
594,489.0,[1176.1473851915946 647.0988430944296 1488.625274182525 924.6534045383687],[1297.6302490234375 810.7035522460938 1382.0352783203125 851.1727905273438],0.4712802767753601,EY61MBG,0.45850661720059266
595,14.0,[402.9208923255818 827.1208206248035 753.1274381172194 1080.0085994623796],[523.7377319335938 1030.8970947265625 627.6760864257812 1080.0],0.7134268283843994,FJ16ZHV,0.23611125022341006
